"","virus","host","importance_trefle","importance_clover","f_norm_G_trefle","f_norm_G_clover","G_pq_zeta_trefle","G_pq_zeta_clover","G_pq_trefle","G_pq_clover","importance_trefle_nrmlz","importance_clover_nrmlz","f_norm_G_trefle_nrmlz","f_norm_G_clover_nrmlz","G_pq_zeta_trefle_nrmlz","G_pq_zeta_clover_nrmlz","G_pq_trefle_nrmlz","G_pq_clover_nrmlz"
"7973","Bovine alphaherpesvirus 5","Bos taurus",5.70071204594303e+38,241.382327632211,-4.12276133395629e+40,-177.318595610763,2.03305469867e+40,-6.03388597575953e-32,2.09006181912943e+40,241.382327632211,0.00754645690918887,0.00832418859211284,-0.0137560582331417,-0.00368036153539775,0.341566782662945,1.40816416115792e-18,0.349113239572133,0.00832418859211284
"8099","Bovine fever ephemerovirus","Alcelaphus buselaphus",0,7.13382426272789,0,-28.5914529846923,2.87414408455977e+39,16.2512727756188,2.87414408455977e+39,23.3850970383467,0,0.000245928570276344,0,-0.000602732925276239,0.0480082332098525,0.00056051803209738,0.0480082332098525,0.000806446602373724
"8122","Bovine fever ephemerovirus","Bos taurus",0,253.238331716975,0,-208.84488931355,9.15599725460754e+39,16.1127078967747,9.15599725460754e+39,269.351039613749,0,0.00873242363723558,0,-0.00436222719136836,0.152937096587938,0.000556279778711228,0.152937096587938,0.00928870341594681
"8210","Bovine fever ephemerovirus","Gazella gazella",0,5.19919910738641,0,-1.75210195759428,1.41346304717521e+39,-1.39621334360201e-17,1.41346304717521e+39,5.19919910738641,0,0.000179296944902166,0,-4.50141860168785e-05,0.0236097640222133,1.61223301167319e-18,0.0236097640222133,0.000179296944902168
"8217","Bovine fever ephemerovirus","Giraffa camelopardalis",0,5.19919910738641,0,-1.7521019577398,1.49917441637555e+37,-1.13857427133202e-17,1.49917441637555e+37,5.19919910738641,0,0.000179296944902166,0,-4.50141860159903e-05,0.000250414429082548,1.66201927254074e-18,0.000250414429082548,0.000179296944902168
"8273","Bovine fever ephemerovirus","Loxodonta africana",0,5.19919910738641,0,-1.75210195768159,2.02482880333134e+39,-1.92886337494177e-17,2.02482880333134e+39,5.19919910738641,0,0.000179296944902167,0,-4.50141860217634e-05,0.0338217050156157,8.52618892543233e-19,0.0338217050156157,0.000179296944902168
"8436","Bovine foamy virus","Bos taurus",5.19025243126396e+38,241.382327632211,-3.70501220328275e+40,-177.318595610719,1.82670973578487e+40,-2.66240482988366e-29,1.87861226009751e+40,241.382327632211,0.00708249598717542,0.00832418859211284,-0.0151481633124604,-0.0036803615353973,0.306711290407022,1.65101719437703e-18,0.313793786394197,0.00832418859211284
"8485","Bovine gammaherpesvirus 4","Bos taurus",0,241.382327632211,0,-177.318595610879,1.46979185771282e+40,1.07602632771042e-17,1.46979185771282e+40,241.382327632211,0,0.00832418859211284,0,-0.00368036153539819,0.245506516719489,8.05001195706204e-19,0.245506516719489,0.00832418859211284
"8794","Bovine immunodeficiency virus","Bos taurus",0,241.382327632211,0,-177.318595610865,2.00309121532548e+40,-2.70531582387511e-17,2.00309121532548e+40,241.382327632211,0,0.00832418859211284,0,-0.00368036153539864,0.334586114602121,1.27739427393358e-18,0.334586114602121,0.00832418859211284
"8850","Bovine leukemia virus","Bos taurus",0,241.382327632211,0,-177.318595610734,9.87789747414233e+39,-2.43562413086837e-30,9.87789747414233e+39,241.382327632211,0,0.00832418859211284,0,-0.00368036153539641,0.16499534874024,1.36978619363432e-18,0.16499534874024,0.00832418859211284
"9001","Bovine mastadenovirus B","Bos taurus",9.19606860556471e+38,241.382327632211,-6.29321879298482e+40,-177.318595610748,3.10095231197995e+40,-1.49260094573595e-17,3.1929129980356e+40,241.382327632211,0.0107514651283396,0.00832418859211284,-0.0221650805052462,-0.00368036153539686,0.522576396379832,9.28158009057458e-19,0.533327861508172,0.00832418859211284
"9082","Bovine mastadenovirus D","Bos taurus",0,241.382327632211,0,-177.318595610879,2.24358242637009e+40,6.18977257736934e-18,2.24358242637009e+40,241.382327632211,0,0.00832418859211284,0,-0.00368036153539908,0.374756536839385,8.34795016491452e-19,0.374756536839385,0.00832418859211284
"9150","Bovine orthopneumovirus","Bos taurus",0,245.79659332125,0,-279.226106499234,1.89356477272567e+40,55.6527160139137,1.89356477272567e+40,301.449309335163,0,0.00847351246422097,0,-0.00581288027237603,0.316291377649912,0.00192211561047166,0.316291377649912,0.0103956280746926
"9166","Bovine orthopneumovirus","Capra hircus",0,29.0995726721939,0,-117.783167652524,2.17538993113292e+40,55.9087247143697,2.17538993113292e+40,85.0082973865636,0,0.00100230029072315,0,-0.00247188493629391,0.36336601111002,0.0019292527615714,0.36336601111002,0.00293155305229454
"9427","Bovine papular stomatitis virus","Bos taurus",0,286.716169357701,0,-1477.22831657768,2.92985502543252e+39,607.834940193798,2.92985502543252e+39,894.551109551499,0,0.00958449873489258,0,-0.0150791145245144,0.0489388002806293,0.0212645373740657,0.0489388002806293,0.0308490361089583
"9450","Bovine papular stomatitis virus","Homo sapiens",0,2648.15214668783,0,-3812.35765258872,3.13721929882912e+39,600.349463130459,3.13721929882912e+39,3248.50160981829,0,0.0901689768891293,0,0.00229430361358318,0.0524025070760179,0.0218572029358977,0.0524025070760179,0.112026179825027
"9511","Bovine respirovirus 3","Bos taurus",0,244.127805415572,0,-178.736341062337,2.04190347117285e+39,-5.14191179723842e-17,2.04190347117285e+39,244.127805415572,0,0.00841886774724544,0,-0.00371641405446654,0.0341069115367918,1.3823003692669e-18,0.0341069115367918,0.00841886774724544
"9679","Bovine respirovirus 3","Potamochoerus porcus",0,3.95719767339696,0,-1.45487212816079,1.44267579991527e+39,8.92701173070612e-17,1.44267579991527e+39,3.95719767339696,0,0.000136465913029958,0,-3.71263233343022e-05,0.0240977189072104,2.83550827614316e-18,0.0240977189072104,0.000136465913029961
"9882","Brazilian mammarenavirus","Homo sapiens",7.71186847596588e+38,2595.33282789901,-5.40419568577032e+40,-2525.82642685888,2.6637974994489e+40,-5.20077299721992e-32,2.74091618420856e+40,2595.33282789901,0.00949590375763609,0.0895013323081818,-0.0216626863243761,0.01412211502908,0.448332721073811,8.83830685673881e-19,0.457828624831447,0.0895013323081818
"9968","Bukalasa bat virus","Chaerephon pumilus",3.5910969040492e+38,1.38772257454896,-2.87073480287633e+40,-7.65061704441905e-05,1.41751889082153e+40,-5.76268058758552e-19,1.45342985986203e+40,1.38772257454896,0.00503972851757903,4.78562972583435e-05,-0.00899945901541344,-2.63835531200129e-09,0.237733763741446,1.02766156520502e-18,0.242773492259025,4.78562972583445e-05
"10043","Bunyamwera orthobunyavirus","Arvicanthis niloticus",0,2.65579052364948,0,-0.871804969472578,5.19879676549853e+39,0.423256622817079,5.19879676549853e+39,3.07904714646655,0,9.15861862430427e-05,0,-1.9742495307451e-05,0.0868380429740735,1.45962728566456e-05,0.0868380429740735,0.000106182459099688
"10202","Bunyamwera orthobunyavirus","Lophuromys sikapusi",0,2.36044700424979,0,-0.0706768443487817,6.25923393139241e+39,-7.48661108501352e-18,6.25923393139241e+39,2.36044700424979,0,8.14011788592972e-05,0,-1.42421781212931e-06,0.104551043181029,8.88996453740748e-19,0.104551043181029,8.14011788592981e-05
"10282","Bunyamwera orthobunyavirus","Odocoileus hemionus",0,3.33305502015555,0,-1.70144090989197,5.17197754461393e+39,0.770654128896591,5.17197754461393e+39,4.10370914905214,0,0.000114941834269749,0,-3.85187735369996e-05,0.0863900684213533,2.65765992418295e-05,0.0863900684213533,0.000141518433511579
"10304","Bunyamwera orthobunyavirus","Pan troglodytes",0,13.3633234232883,0,-8.30304961152433,5.58360670824873e+39,0.971335441192185,5.58360670824873e+39,14.3346588644805,0,0.000460838504414424,0,-0.000113043007019975,0.0932657115005981,3.34992748340652e-05,0.0932657115005981,0.000494337779248489
"10391","Bunyamwera orthobunyavirus","Sigmodon hispidus",0,2.60950073571674,0,-0.0713254138972843,5.46091106116591e+39,5.75962098009811e-16,5.46091106116591e+39,2.60950073571674,0,8.99899195953596e-05,0,-1.4413771318722e-06,0.091216266147239,8.46559065211821e-19,0.091216266147239,8.99899195953604e-05
"10493","Bushbush orthobunyavirus","Mus musculus",0,69.0256486017438,0,-55.1861357558082,1.30721415738695e+40,-1.84024399241039e-17,1.30721415738695e+40,69.0256486017438,0,0.00238038352803236,0,-0.000979703947179278,0.218350368933107,1.57430716754186e-18,0.218350368933107,0.00238038352803236
"10829","Cali mammarenavirus","Handleyomys fuscatus",4.88381734067625e+38,1.36829887200859,-3.78555970207352e+40,-6.43884268356487e-05,1.86851476559803e+40,-1.21482598896156e-16,1.9173529390048e+40,1.36829887200859,0.00648836883530396,4.71864612985646e-05,-0.0115844342915068,-2.22046603326476e-09,0.313776462478598,1.06059653104569e-18,0.320264831313902,4.71864612985657e-05
"10832","Cali mammarenavirus","Neotoma stephensi",0,1.36829887200859,0,-6.43884122837335e-05,7.99821175075367e+39,6.09596727005886e-17,7.99821175075367e+39,1.36829887200859,0,4.71864612985646e-05,0,-2.22046869780002e-09,0.133598039518878,1.0511473715781e-18,0.133598039518878,4.71864612985657e-05
"10880","California encephalitis orthobunyavirus","Bison bison",0,3.09070612066904,0,-1.87443183085998,1.5134787466263e+40,0.798309476479447,1.5134787466263e+40,3.88901559714849,0,0.000106584329211303,0,-4.66761652302417e-05,0.252803751268161,2.75302912991865e-05,0.252803751268161,0.00013411462051049
"10976","California encephalitis orthobunyavirus","Equus caballus",5.47649787343544e+38,57.9062009440097,-3.33478190152513e+40,-44.2999522576574,1.64015281486148e+40,0.797251454433178,1.69491779359583e+40,58.7034523984428,0.00786718230350791,0.00199691655860063,-0.0142289375565952,-0.000852800435166223,0.27524321965444,2.75009435676215e-05,0.283110401957948,0.00202441750216825
"11053","California encephalitis orthobunyavirus","Lepus americanus",0,2.77503394882946,0,-0.367413347499678,5.6394747024522e+39,3.65700024382345e-16,5.6394747024522e+39,2.77503394882946,0,9.56984140726694e-05,0,-8.95293989700008e-06,0.0941989019099083,1.01299727163572e-18,0.0941989019099083,9.56984140726704e-05
"11157","California encephalitis orthobunyavirus","Neotamias amoenus",0,2.77503394882946,0,-0.367413347485126,1.44241955519964e+40,1.30032337484668e-16,1.44241955519964e+40,2.77503394882946,0,9.56984140726694e-05,0,-8.95293989700008e-06,0.24093438726501,1.01385499458621e-18,0.24093438726501,9.56984140726704e-05
"11317","California encephalitis orthobunyavirus","Vulpes velox",0,2.77503394882946,0,-0.367413347485126,7.03056560772885e+39,-3.03538162983901e-16,7.03056560772885e+39,2.77503394882946,0,9.56984140726697e-05,0,-8.95293989700008e-06,0.117434973112948,8.09635984707367e-19,0.117434973112948,9.56984140726705e-05
"11358","Camelpox virus","Camelus dromedarius",0,1.83200852412345,0,-0.00303013290977105,1.41565753490508e+40,-3.22892747587181e-30,1.41565753490508e+40,1.83200852412345,0,6.31777173033067e-05,0,-8.68416538679639e-08,0.236464196231895,8.17358846235776e-19,0.236464196231895,6.31777173033075e-05
"11707","Canine mastadenovirus A","Canis lupus",0,11.6655906632949,0,-26.75622513282,6.66322424614001e+39,18.603866357337,6.66322424614001e+39,30.2694570206318,0,0.000402219820254913,0,-0.000631492799688882,0.111299090834283,0.000641637330731357,0.111299090834283,0.00104385715098627
"11708","Canine mastadenovirus A","Canis lupus familiaris",0,47.9863446633281,0,-64.454154326173,6.07953053092352e+39,22.2149443790553,6.07953053092352e+39,70.2012890423834,0,0.00165457925114151,0,-0.0013857460978528,0.101549369463744,0.000766346817185309,0.101549369463744,0.00242092606832682
"11887","Canine mastadenovirus A","Martes foina",0,3.75593959088141,0,-0.599660473148106,4.07341914549631e+39,-3.3885330014936e-18,4.07341914549631e+39,3.75593959088141,0,0.000129525428815643,0,-1.59404323114565e-05,0.068040310626396,9.9106393199043e-19,0.068040310626396,0.000129525428815644
"11890","Canine mastadenovirus A","Martes pennanti",0,3.75593959088141,0,-0.599660473206313,8.58507589946489e+39,-1.25346207889652e-16,8.58507589946489e+39,3.75593959088141,0,0.000129525428815642,0,-1.59404323119006e-05,0.143400718189438,1.32482048354213e-18,0.143400718189438,0.000129525428815644
"12075","Canine mastadenovirus A","Ursus americanus",0,3.75593959088141,0,-0.599660473162658,1.85525726453333e+39,-7.06022963177513e-18,1.85525726453333e+39,3.75593959088141,0,0.000129525428815643,0,-1.59404323114565e-05,0.0309892687351587,9.07600631256659e-19,0.0309892687351587,0.000129525428815644
"12087","Canine mastadenovirus A","Vulpes vulpes",0,7.3824978753204,0,-13.5316329335619,9.68952159019209e+39,12.1332839848279,9.68952159019209e+39,19.5157818601483,0,0.000254571358181198,0,-0.000359445227634758,0.16184881429321,0.000418440002343654,0.16184881429321,0.000673011360524852
"12133","Canine morbillivirus","Canis latrans",0,8.09934293168807,0,-1.43371581933752,1.29655550193999e+40,-1.33046223114002e-18,1.29655550193999e+40,8.09934293168807,0,0.000279309834721184,0,-3.7584465010454e-05,0.21657000162602,2.21635700717575e-18,0.21657000162602,0.000279309834721186
"12134","Canine morbillivirus","Canis lupus",0,16.8993317260579,0,-42.4230642584735,1.27600652791531e+40,29.2495816000588,1.27600652791531e+40,46.1489133261167,0,0.000582594040335466,0,-0.000992046865614604,0.213137606073898,0.00100887399137972,0.213137606073898,0.00159146803171519
"12135","Canine morbillivirus","Canis lupus familiaris",0,56.1461775179598,0,-116.099071258475,1.16422926162402e+40,50.5710516422675,1.16422926162402e+40,106.717229160227,0,0.00193513110730758,0,-0.00241307941377933,0.194466903040949,0.00174506516170426,0.194466903040949,0.00368019626901184
"12240","Canine morbillivirus","Halichoerus grypus",1.87800152332231e+38,8.53322652697477,-6.91737411588517e+39,-1.61185872340866,3.36501496097904e+39,0.480504918548645,3.55281511331127e+39,9.01373144552342,0.00308339081780024,0.000294272436134805,-0.00452940150555037,-4.2093596941406e-05,0.0562610162450285,1.65705373637345e-05,0.0593444070628287,0.00031084297349854
"12310","Canine morbillivirus","Macaca mulatta",5.29473184450185e+38,11.7916317547297,-4.02548149208361e+40,-28.1082216672949,1.98643518705827e+40,11.981048852622,2.03938250550329e+40,23.7726806073517,0.00695725253907148,0.00040656430048786,-0.0126642189525796,-0.0005042355685827,0.333690773613353,0.000413248312377394,0.340648026152424,0.000819812612865254
"12326","Canine morbillivirus","Meles meles",2.91166977618695e+38,8.09934293168807,-2.29054369924447e+40,-1.43371581930842,1.13079452489884e+40,4.92524103460409e-17,1.15991122266071e+40,8.09934293168807,0.0042445565864222,0.000279309834721185,-0.00147319450567807,-3.75844650113422e-05,0.189501083304662,1.29145029225509e-18,0.193745639891084,0.000279309834721186
"12328","Canine morbillivirus","Melogale moschata",8.66543478766876e+38,8.09934293168807,-5.62178622610051e+40,-1.43371581949759,2.76785175153322e+40,-2.69951938172365e-16,2.8545060994099e+40,8.09934293168807,0.0108151700145291,0.000279309834721184,-0.0229147373549807,-3.75844650126744e-05,0.465986933455546,1.48973745819446e-18,0.476802103470075,0.000279309834721186
"12348","Canine morbillivirus","Mustela putorius",2.17080934156856e+38,12.6803331136019,-1.3518660814819e+40,-33.4701002191141,6.65124265307216e+39,22.3248750322692,6.86832358722901e+39,35.0052081458712,0.00340610476185957,0.000437168719588913,0.00471499641328421,-0.000763697179829936,0.111318860596628,0.000770003144112647,0.114724965358488,0.00120717186370156
"12380","Canine morbillivirus","Nyctereutes procyonoides",0,8.09934293168807,0,-1.43371581935207,5.68818947451179e+39,-4.16602931950558e-18,5.68818947451179e+39,8.09934293168807,0,0.000279309834721185,0,-3.7584465010454e-05,0.0950126085540413,1.26612481787898e-18,0.0950126085540413,0.000279309834721186
"12411","Canine morbillivirus","Panthera leo",2.37279054574849e+38,8.96693851506036,-1.65924891800194e+40,-6.2978492785187,8.17816940167655e+39,2.80199645347412,8.4154484562514e+39,11.7689349685345,0.00363509081035951,0.000309227194104177,0.00261981009924739,-0.000162115299365162,0.136932257299849,9.66303314544592e-05,0.140567348110209,0.000405857525558636
"12459","Canine morbillivirus","Puma concolor",4.55944018363666e+38,9.93698275359314,-3.58015121000573e+40,-23.0830629044358,1.76742098262274e+40,12.0731240212643,1.81301538445911e+40,22.0101067748574,0.00612014542694111,0.000342630227335951,-0.00984076247840449,-0.000482846646157498,0.296716674264008,0.000416399157804526,0.302836819690949,0.000759029385140477
"12525","Canine morbillivirus","Ursus arctos",0,9.25105077211212,0,-14.070055409451,9.95157479563367e+39,6.37790251251707,9.95157479563367e+39,15.6289532846292,0,0.000319006896552043,0,-0.000253317944897358,0.16622601704648,0.000219965263981612,0.16622601704648,0.000538972160533655
"12539","Canine morbillivirus","Vulpes vulpes",4.69045061636661e+38,12.1386852068103,-3.66388530054064e+40,-20.7687972585845,1.80863754746357e+40,17.8908280075948,1.85554205362724e+40,30.0295132144051,0.00626899636829287,0.000418567841755239,-0.0104109178886773,-0.000549255115541936,0.303671260697385,0.000617014728758911,0.309940257065677,0.00103558257051415
"12558","Canine parainfluenza virus","Canis lupus familiaris",0,43.5720804066435,0,-33.3957741456834,1.13400446128328e+40,-9.40469151665922e-17,1.13400446128328e+40,43.5720804066435,0,0.00150260467787123,0,-0.000650281845322009,0.189418306934461,1.2182868103615e-18,0.189418306934461,0.00150260467787123
"12928","Caprine alphaherpesvirus 1","Capra aegagrus",0,1.70229891664334,0,-0.125773096675402,2.02480356590845e+40,4.54946204890823e-16,2.02480356590845e+40,1.70229891664334,0,5.87046175305741e-05,0,-3.26141925111045e-06,0.33821283462608,7.05968313398419e-19,0.33821283462608,5.87046175305748e-05
"12929","Caprine alphaherpesvirus 1","Capra hircus",8.95997487848567e+38,25.45483803016,-6.06061915684637e+40,-15.4750922335952,2.98581860790013e+40,-2.94526977556219e-16,3.07541835668498e+40,25.45483803016,0.0107258083674443,0.000877822641049314,-0.0287918765633037,-0.00033049445347455,0.502976349011381,1.65617688554593e-18,0.513702157378825,0.000877822641049315
